problem_name,ptype,xtype,dim,mb,ml,mu,mcon,mlcon,mnlcon,m_ub,m_eq,m_linear_ub,m_linear_eq,m_nonlinear_ub,m_nonlinear_eq,f0,isfeasibility,isgrad,ishess,isjcub,isjceq,ishcub,ishceq,argins,dims,mbs,mls,mus,mcons,mlcons,mnlcons,m_ubs,m_eqs,m_linear_ubs,m_linear_eqs,m_nonlinear_ubs,m_nonlinear_eqs,f0s
ERRINRSM,u,r,50,0,0,0,0,0,0,0,0,0,0,0,0,152873.0724054592,0,1,1,1,1,1,1,{'N':10}{'N':25},10 25,0 0,0 0,0 0,0 0,0 0,0 0,0 0,0 0,0 0,0 0,0 0,0 0,31044.44622906144 72441.75596007706
EXPFIT,u,r,2,0,0,0,0,0,0,0,0,0,0,0,0,24.0625,0,1,1,1,1,1,1,,,,,,,,,,,,,,,
EXPFITA,l,r,5,0,0,0,22,22,0,22,0,22,0,0,0,29.985977435784125,0,1,1,1,1,1,1,,,,,,,,,,,,,,,
EXPFITB,l,r,5,0,0,0,102,102,0,102,0,102,0,0,0,149.90448520263868,0,1,1,1,1,1,1,,,,,,,,,,,,,,,
EXPFITC,l,r,5,0,0,0,502,502,0,502,0,502,0,0,0,749.5197967446427,0,1,1,1,1,1,1,,,,,,,,,,,,,,,
EXPLIN,b,r,1200,2400,1200,1200,0,0,0,0,0,0,0,0,0,100.0,0,1,1,1,1,1,1,"{'N':12,'M':6}{'N':12,'M':10}{'N':12,'M':100}{'N':120,'M':6}{'N':120,'M':10}{'N':120,'M':100}{'N':1200,'M':6}{'N':1200,'M':10}",12 12 101 120 120 120 1200 1200,24 24 202 240 240 240 2400 2400,12 12 101 120 120 120 1200 1200,12 12 101 120 120 120 1200 1200,0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0,6.0 10.0 100.0 6.0 10.0 100.0 6.0 10.0
EXPLIN2,b,r,1200,2400,1200,1200,0,0,0,0,0,0,0,0,0,100.0,0,1,1,1,1,1,1,"{'N':12,'M':6}{'N':12,'M':10}{'N':12,'M':100}{'N':120,'M':6}{'N':120,'M':10}{'N':120,'M':100}{'N':1200,'M':6}{'N':1200,'M':10}",12 12 101 120 120 120 1200 1200,24 24 202 240 240 240 2400 2400,12 12 101 120 120 120 1200 1200,12 12 101 120 120 120 1200 1200,0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0,6.0 10.0 100.0 6.0 10.0 100.0 6.0 10.0
EXPQUAD,b,r,1200,200,100,100,0,0,0,0,0,0,0,0,0,100.0,0,1,1,1,1,1,1,"{'N':12,'M':6}{'N':12,'M':10}{'N':120,'M':6}{'N':120,'M':10}{'N':120,'M':100}{'N':1200,'M':6}{'N':1200,'M':10}",12 12 120 120 120 1200 1200,12 20 12 20 200 12 20,6 10 6 10 100 6 10,6 10 6 10 100 6 10,0 0 0 0 0 0 0,0 0 0 0 0 0 0,0 0 0 0 0 0 0,0 0 0 0 0 0 0,0 0 0 0 0 0 0,0 0 0 0 0 0 0,0 0 0 0 0 0 0,0 0 0 0 0 0 0,0 0 0 0 0 0 0,6.0 10.0 6.0 10.0 100.0 6.0 10.0
EXTRASIM,l,r,2,1,1,0,1,1,0,0,1,0,1,0,0,1.0,0,1,1,1,1,1,1,,,,,,,,,,,,,,,
EXTROSNB,u,r,1000,0,0,0,0,0,0,0,0,0,0,0,0,399604.0,0,1,1,1,1,1,1,{'N':5}{'N':10}{'N':100},5 10 100,0 0 0,0 0 0,0 0 0,0 0 0,0 0 0,0 0 0,0 0 0,0 0 0,0 0 0,0 0 0,0 0 0,0 0 0,1604.0 3604.0 39604.0
FBRAIN,n,r,2,0,0,0,2211,0,2211,0,2211,0,0,0,2211,0.0,0,1,1,1,1,1,1,,,,,,,,,,,,,,,
FBRAIN2,n,r,4,0,0,0,2211,0,2211,0,2211,0,0,0,2211,0.0,0,1,1,1,1,1,1,,,,,,,,,,,,,,,
FBRAIN2LS,b,r,4,8,4,4,0,0,0,0,0,0,0,0,0,4.292220721754984,0,1,1,1,1,1,1,,,,,,,,,,,,,,,
FBRAIN3,n,r,6,0,0,0,2211,0,2211,0,2211,0,0,0,2211,0.0,0,1,1,1,1,1,1,,,,,,,,,,,,,,,
FBRAIN3LS,u,r,6,0,0,0,0,0,0,0,0,0,0,0,0,10.234822548864482,0,1,1,1,1,1,1,,,,,,,,,,,,,,,
FBRAINLS,b,r,2,4,2,2,0,0,0,0,0,0,0,0,0,1.2623475133684103,0,1,1,1,1,1,1,,,,,,,,,,,,,,,
FCCU,l,r,19,19,19,0,8,8,0,0,8,0,8,0,0,7362.590002713199,0,1,1,1,1,1,1,,,,,,,,,,,,,,,
FEEDLOC,n,r,87,174,87,87,307,218,89,288,19,214,4,74,15,0.5,0,1,1,1,1,1,1,,,,,,,,,,,,,,,
FERRISDC,l,r,2000,3600,1800,1800,210,210,0,0,210,0,210,0,0,0.0,0,1,1,1,1,1,1,"{'n':4,'k':3}{'n':4,'k':10}{'n':4,'k':20}{'n':100,'k':3}{'n':100,'k':10}{'n':100,'k':20}{'n':200,'k':3}{'n':200,'k':20}{'n':300,'k':3}{'n':300,'k':10}{'n':300,'k':20}",12 40 80 300 1000 2000 600 4000 900 3000 6000,16 72 152 400 1800 3800 800 7600 1200 5400 11400,8 36 76 200 900 1900 400 3800 600 2700 5700,8 36 76 200 900 1900 400 3800 600 2700 5700,7 14 24 103 110 120 203 220 303 310 320,7 14 24 103 110 120 203 220 303 310 320,0 0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0 0,7 14 24 103 110 120 203 220 303 310 320,0 0 0 0 0 0 0 0 0 0 0,7 14 24 103 110 120 203 220 303 310 320,0 0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0 0,0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
FLETBV3M,u,r,5000,0,0,0,0,0,0,0,0,0,0,0,0,198.2122861802985,0,1,1,1,1,1,1,"{'N':10.0,'KAPPA':1.0}{'N':10.0,'KAPPA':0.0}{'N':100.0,'KAPPA':1.0}{'N':100.0,'KAPPA':0.0}{'N':1000.0,'KAPPA':1.0}{'N':1000.0,'KAPPA':0.0}{'N':5000.0,'KAPPA':0.0}{'N':10000.0,'KAPPA':1.0}{'N':10000.0,'KAPPA':0.0}",10 10 100 100 1000 1000 5000 10000 10000,0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0,1.8940717710262872e-06 1.2154453137557226e-05 0.001610370524021883 0.010201420552067086 1.58766975815198 10.019931364504464 1250.489628339354 1585.4523838115151 10001.916585059149
FLETCBV2,u,r,5000,0,0,0,0,0,0,0,0,0,0,0,0,-0.5002681698025546,0,1,1,1,1,1,1,"{'N':10.0,'KAPPA':1.0}{'N':10.0,'KAPPA':0.0}{'N':100.0,'KAPPA':1.0}{'N':100.0,'KAPPA':0.0}{'N':1000.0,'KAPPA':1.0}{'N':1000.0,'KAPPA':0.0}{'N':5000.0,'KAPPA':0.0}{'N':10000.0,'KAPPA':1.0}{'N':10000.0,'KAPPA':0.0}",10 10 100 100 1000 1000 5000 10000 10000,0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0,-0.6072698718496791 -0.5371900865438016 -0.513108296444765 -0.5048524662327714 -0.5013383681569253 -0.5004985064855093 -0.5000999400519848 -0.5001341159910684 -0.5000499850064999
FLETCBV3,u,r,5000,0,0,0,0,0,0,0,0,0,0,0,0,198.22273284594337,0,1,1,1,1,1,1,"{'N':10.0,'KAPPA':1.0}{'N':10.0,'KAPPA':0.0}{'N':100.0,'KAPPA':1.0}{'N':100.0,'KAPPA':0.0}{'N':1000.0,'KAPPA':1.0}{'N':1000.0,'KAPPA':0.0}{'N':5000.0,'KAPPA':0.0}{'N':10000.0,'KAPPA':1.0}{'N':10000.0,'KAPPA':0.0}",10 10 100 100 1000 1000 5000 10000 10000,0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0,1.8941640877706071e-06 1.2154545454301546e-05 0.0016104549225518638 0.010201504950597066 1.5877533985412968 10.020015004893782 1250.500075004999 1585.5359487573792 10002.000150005013
FLETCHBV,u,r,5000,0,0,0,0,0,0,0,0,0,0,0,0,-230177719215.404,0,1,1,1,1,1,1,"{'N':10.0,'KAPPA':1.0}{'N':10.0,'KAPPA':0.0}{'N':100.0,'KAPPA':1.0}{'N':100.0,'KAPPA':0.0}{'N':1000.0,'KAPPA':1.0}{'N':1000.0,'KAPPA':0.0}{'N':5000.0,'KAPPA':0.0}{'N':10000.0,'KAPPA':1.0}{'N':10000.0,'KAPPA':0.0}",10 10 100 100 1000 1000 5000 10000 10000,0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0,-1795.583591218439 -769.5454545653455 -1838804.5077611757 -979699.5049566558 -1841223160.125625 -997996999.4903815 -124949984999.49927 -1841446390124.26 -999799969999.5004
FLETCHCR,u,r,1000,0,0,0,0,0,0,0,0,0,0,0,0,999.0,0,1,1,1,1,1,1,{'N':10}{'N':100},10 100,0 0,0 0,0 0,0 0,0 0,0 0,0 0,0 0,0 0,0 0,0 0,0 0,9.0 99.0
FLETCHER,n,r,4,1,1,0,4,3,1,3,1,3,0,0,1,1.0,0,1,1,1,1,1,1,,,,,,,,,,,,,,,
FLT,n,r,2,0,0,0,2,0,2,0,2,0,0,0,2,1.0,0,1,1,1,1,1,1,,,,,,,,,,,,,,,
FMINSRF2,u,r,5625,0,0,0,0,0,0,0,0,0,0,0,0,28.45833079116775,0,1,1,1,1,1,1,{'P':4}{'P':7}{'P':8}{'P':11}{'P':31}{'P':32}{'P':100}{'P':125},16 49 64 121 961 1024 10000 15625,0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0,16.907675069928235 22.585018691678627 23.461407838869942 25.075462466226547 27.66982431407405 27.71241509366803 28.594813369744635 28.67636082525965
FMINSURF,u,r,5625,0,0,0,0,0,0,0,0,0,0,0,0,28.594016606596988,0,1,1,1,1,1,1,{'P':4}{'P':7}{'P':8}{'P':11}{'P':31}{'P':32}{'P':100}{'P':125},16 49 64 121 961 1024 10000 15625,0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0,44.47017505024073 34.34012073215238 32.840314088869945 30.430287953426546 28.433856750624624 28.430936211691574 28.67165320975184 28.725737220526494
FREUROTH,u,r,5000,0,0,0,0,0,0,0,0,0,0,0,0,5048556.5,0,1,1,1,1,1,1,{'N':2}{'N':10}{'N':50}{'N':100}{'N':500}{'N':1000},2 10 50 100 500 1000,0 0 0 0 0 0,0 0 0 0 0 0,0 0 0 0 0 0,0 0 0 0 0 0,0 0 0 0 0 0,0 0 0 0 0 0,0 0 0 0 0 0,0 0 0 0 0 0,0 0 0 0 0 0,0 0 0 0 0 0,0 0 0 0 0 0,0 0 0 0 0 0,400.5 8656.5 49056.5 99556.5 503556.5 1008556.5
GASOIL,n,r,10401,3,3,0,10398,7198,3200,0,10398,0,7198,0,3200,0.0,0,1,1,1,1,1,1,{'NH':50}{'NH':100}{'NH':200},1301 2601 5201,3 3 3,3 3 3,0 0 0,1298 2598 5198,898 1798 3598,400 800 1600,0 0 0,1298 2598 5198,0 0 0,898 1798 3598,0 0 0,400 800 1600,0.0 0.0 0.0
GAUSS1,n,r,8,0,0,0,250,0,250,0,250,0,0,0,250,0.0,0,1,1,1,1,1,1,,,,,,,,,,,,,,,
GAUSS1LS,u,r,8,0,0,0,0,0,0,0,0,0,0,0,0,7371.720578441935,0,1,1,1,1,1,1,,,,,,,,,,,,,,,
GAUSS2,n,r,8,0,0,0,250,0,250,0,250,0,0,0,250,0.0,0,1,1,1,1,1,1,,,,,,,,,,,,,,,
GAUSS2LS,u,r,8,0,0,0,0,0,0,0,0,0,0,0,0,9158.139582026257,0,1,1,1,1,1,1,,,,,,,,,,,,,,,
GAUSS3,n,r,8,0,0,0,250,0,250,0,250,0,0,0,250,0.0,0,1,1,1,1,1,1,,,,,,,,,,,,,,,
GAUSS3LS,u,r,8,0,0,0,0,0,0,0,0,0,0,0,0,18905.13531579509,0,1,1,1,1,1,1,,,,,,,,,,,,,,,
GAUSSIAN,u,r,3,0,0,0,0,0,0,0,0,0,0,0,0,3.888106991166885e-06,0,1,1,1,1,1,1,,,,,,,,,,,,,,,
GBRAIN,n,r,2,0,0,0,2200,0,2200,0,2200,0,0,0,2200,0.0,0,1,1,1,1,1,1,,,,,,,,,,,,,,,
GBRAINLS,u,r,2,0,0,0,0,0,0,0,0,0,0,0,0,41.031102560081216,0,1,1,1,1,1,1,,,,,,,,,,,,,,,
GENHS28,l,r,10,0,0,0,8,8,0,0,8,0,8,0,0,41.0,0,1,1,1,1,1,1,,,,,,,,,,,,,,,
GENHUMPS,u,r,5000,0,0,0,0,0,0,0,0,0,0,0,0,128098129.32203056,0,1,1,1,1,1,1,"{'N':5.0,'ZETA':2.0}{'N':5.0,'ZETA':20.0}{'N':10.0,'ZETA':2.0}{'N':10.0,'ZETA':20.0}{'N':100.0,'ZETA':2.0}{'N':100.0,'ZETA':20.0}{'N':500.0,'ZETA':2.0}{'N':500.0,'ZETA':20.0}{'N':1000.0,'ZETA':2.0}{'N':1000.0,'ZETA':20.0}{'N':5000.0,'ZETA':2.0}",5 5 10 10 100 100 500 500 1000 1000 5000,0 0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0 0,102486.1525258558 102488.5933782947 230606.7336959811 230612.35787142385 2536777.194758235 2536840.1187477442 12786423.688368352 12786741.278198125 25598481.805380203 25599117.727509856 128094946.74149443
GENROSE,u,r,500,0,0,0,0,0,0,0,0,0,0,0,0,1870.0351331704708,0,1,1,1,1,1,1,{'N':5}{'N':10}{'N':100},5 10 100,0 0 0,0 0 0,0 0 0,0 0 0,0 0 0,0 0 0,0 0 0,0 0 0,0 0 0,0 0 0,0 0 0,0 0 0,58.77777773551851 78.32975892120416 404.12622134197255
GENROSEB,b,r,500,1000,500,500,0,0,0,0,0,0,0,0,0,1870.0351331704708,0,1,1,1,1,1,1,,,,,,,,,,,,,,,
GIGOMEZ1,n,r,3,0,0,0,3,2,1,3,0,2,0,1,0,2.0,0,1,1,1,1,1,1,,,,,,,,,,,,,,,
GIGOMEZ2,n,r,3,0,0,0,3,0,3,3,0,0,0,3,0,2.0,0,1,1,1,1,1,1,,,,,,,,,,,,,,,
GIGOMEZ3,n,r,3,0,0,0,3,0,3,3,0,0,0,3,0,2.0,0,1,1,1,1,1,1,,,,,,,,,,,,,,,
GILBERT,n,r,5000,1,1,0,1,0,1,0,1,0,0,0,1,85853.33499999966,0,1,1,1,1,1,1,{'N':2}{'N':5}{'N':10}{'N':20}{'N':50}{'N':100}{'N':200}{'N':500}{'N':1000},2 5 10 20 50 100 200 500 1000,1 1 1 1 1 1 1 1 1,1 1 1 1 1 1 1 1 1,0 0 0 0 0 0 0 0 0,1 1 1 1 1 1 1 1 1,0 0 0 0 0 0 0 0 0,1 1 1 1 1 1 1 1 1,0 0 0 0 0 0 0 0 0,1 1 1 1 1 1 1 1 1,0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0,1 1 1 1 1 1 1 1 1,58.5 106.5 192.5 363.75 878.4999999999999 1736.7499999999995 3453.3750000000005 8603.349999999991 17186.674999999992
GLIDER,n,r,5207,1602,1201,401,4808,401,4407,0,4808,0,401,0,4407,-13.23,0,1,1,1,1,1,1,{'NH':50}{'NH':100}{'NH':200},657 1307 2607,202 402 802,151 301 601,51 101 201,608 1208 2408,51 101 201,557 1107 2207,0 0 0,608 1208 2408,0 0 0,51 101 201,0 0 0,557 1107 2207,-13.23 -13.23 -13.23
GMNCASE1,l,r,175,0,0,0,300,300,0,300,0,300,0,0,0,0.0,0,1,1,1,1,1,1,,,,,,,,,,,,,,,
GMNCASE2,l,r,175,0,0,0,1050,1050,0,1050,0,1050,0,0,0,0.0,0,1,1,1,1,1,1,,,,,,,,,,,,,,,
GMNCASE3,l,r,175,0,0,0,1050,1050,0,1050,0,1050,0,0,0,0.0,0,1,1,1,1,1,1,,,,,,,,,,,,,,,
GMNCASE4,l,r,175,0,0,0,350,350,0,350,0,350,0,0,0,0.0,0,1,1,1,1,1,1,,,,,,,,,,,,,,,
GOFFIN,l,r,51,0,0,0,50,50,0,50,0,50,0,0,0,0.0,0,1,1,1,1,1,1,,,,,,,,,,,,,,,
GOULDQP1,l,r,32,64,32,32,17,17,0,0,17,0,17,0,0,13542.27625,0,1,1,1,1,1,1,,,,,,,,,,,,,,,
GPP,n,r,1000,0,0,0,1998,999,999,1998,0,999,0,999,0,499500.0,0,1,1,1,1,1,1,{'N':250}{'N':500}{'N':750}{'N':1250},250 500 750 1250,0 0 0 0,0 0 0 0,0 0 0 0,498 998 1498 2498,249 499 749 1249,249 499 749 1249,498 998 1498 2498,0 0 0 0,249 499 749 1249,0 0 0 0,249 499 749 1249,0 0 0 0,31125.0 124750.0 280875.0 780625.0
GRIDGENA,b,r,5560,11120,5560,5560,0,0,0,0,0,0,0,0,0,23537.940504804246,0,1,1,1,1,1,1,{'NDELTA':1}{'NDELTA':2}{'NDELTA':3}{'NDELTA':4}{'NDELTA':5}{'NDELTA':6}{'NDELTA':10},76 390 944 1738 2772 4046 11542,152 780 1888 3476 5544 8092 23084,76 390 944 1738 2772 4046 11542,76 390 944 1738 2772 4046 11542,0 0 0 0 0 0 0,0 0 0 0 0 0 0,0 0 0 0 0 0 0,0 0 0 0 0 0 0,0 0 0 0 0 0 0,0 0 0 0 0 0 0,0 0 0 0 0 0 0,0 0 0 0 0 0 0,0 0 0 0 0 0 0,482.43505050505127 1925.019292929283 4327.603535544249 7690.18777777772 12012.772020201946 17295.356261818655 48025.69323232322
GRIDNETA,l,r,5144,249,245,4,3844,3844,0,0,3844,0,3844,0,0,0.0,0,1,1,1,1,1,1,{'L':2}{'L':4}{'L':8}{'L':10}{'L':20}{'L':40},46 132 430 644 2350 8964,24 41 73 89 169 329,20 37 69 85 165 325,4 4 4 4 4 4,36 100 324 484 1764 6724,36 100 324 484 1764 6724,0 0 0 0 0 0,0 0 0 0 0 0,36 100 324 484 1764 6724,0 0 0 0 0 0,36 100 324 484 1764 6724,0 0 0 0 0 0,0 0 0 0 0 0,0.0 0.0 0.0 0.0 0.0 0.0
GRIDNETB,l,r,7564,0,0,0,3844,3844,0,0,3844,0,3844,0,0,0.0,0,1,1,1,1,1,1,{'L':2}{'L':4}{'L':8}{'L':10}{'L':20},60 180 612 924 3444,0 0 0 0 0,0 0 0 0 0,0 0 0 0 0,36 100 324 484 1764,36 100 324 484 1764,0 0 0 0 0,0 0 0 0 0,36 100 324 484 1764,0 0 0 0 0,36 100 324 484 1764,0 0 0 0 0,0 0 0 0 0,0.0 0.0 0.0 0.0 0.0
GRIDNETC,l,r,7564,2521,2521,0,3844,3844,0,0,3844,0,3844,0,0,0.0,0,1,1,1,1,1,1,{'L':2}{'L':4}{'L':8}{'L':10}{'L':20},60 180 612 924 3444,20 60 204 308 1148,20 60 204 308 1148,0 0 0 0 0,36 100 324 484 1764,36 100 324 484 1764,0 0 0 0 0,0 0 0 0 0,36 100 324 484 1764,0 0 0 0 0,36 100 324 484 1764,0 0 0 0 0,0 0 0 0 0,0.0 0.0 0.0 0.0 0.0
GRIDNETD,l,r,5144,249,245,4,3844,3844,0,0,3844,0,3844,0,0,75.63000000000179,0,1,1,1,1,1,1,{'L':2}{'L':4}{'L':8}{'L':10}{'L':20}{'L':40},46 132 430 644 2350 8964,24 41 73 89 169 329,20 37 69 85 165 325,4 4 4 4 4 4,36 100 324 484 1764 6724,36 100 324 484 1764 6724,0 0 0 0 0 0,0 0 0 0 0 0,36 100 324 484 1764 6724,0 0 0 0 0 0,36 100 324 484 1764 6724,0 0 0 0 0 0,0 0 0 0 0 0,0.5900000000000003 1.7900000000000014 6.109999999999914 9.229999999999848 34.43000000000172 132.83000000002417
GRIDNETE,l,r,7564,0,0,0,3844,3844,0,0,3844,0,3844,0,0,75.63000000000179,0,1,1,1,1,1,1,{'L':2}{'L':4}{'L':8}{'L':10}{'L':20},60 180 612 924 3444,0 0 0 0 0,0 0 0 0 0,0 0 0 0 0,36 100 324 484 1764,36 100 324 484 1764,0 0 0 0 0,0 0 0 0 0,36 100 324 484 1764,0 0 0 0 0,36 100 324 484 1764,0 0 0 0 0,0 0 0 0 0,0.5900000000000003 1.7900000000000014 6.109999999999914 9.229999999999848 34.43000000000172
GRIDNETF,l,r,7564,2521,2521,0,3844,3844,0,0,3844,0,3844,0,0,75.63000000000179,0,1,1,1,1,1,1,{'L':2}{'L':4}{'L':8}{'L':10}{'L':20},60 180 612 924 3444,20 60 204 308 1148,20 60 204 308 1148,0 0 0 0 0,36 100 324 484 1764,36 100 324 484 1764,0 0 0 0 0,0 0 0 0 0,36 100 324 484 1764,0 0 0 0 0,36 100 324 484 1764,0 0 0 0 0,0 0 0 0 0,0.5900000000000003 1.7900000000000014 6.109999999999914 9.229999999999848 34.43000000000172
GRIDNETG,l,r,5144,249,245,4,3844,3844,0,0,3844,0,3844,0,0,75.71333333000179,0,1,1,1,1,1,1,{'L':2}{'L':10}{'L':20}{'L':40},46 644 2350 8964,24 89 169 329,20 85 165 325,4 4 4 4,36 484 1764 6724,36 484 1764 6724,0 0 0 0,0 0 0 0,36 484 1764 6724,0 0 0 0,36 484 1764 6724,0 0 0 0,0 0 0 0,0.6733333300000003 9.313333329999848 34.51333333000172 132.91333333002416
GRIDNETH,l,r,7564,0,0,0,3844,3844,0,0,3844,0,3844,0,0,75.71333333000179,0,1,1,1,1,1,1,{'L':2}{'L':10}{'L':20},60 924 3444,0 0 0,0 0 0,0 0 0,36 484 1764,36 484 1764,0 0 0,0 0 0,36 484 1764,0 0 0,36 484 1764,0 0 0,0 0 0,0.6733333300000003 9.313333329999848 34.51333333000172
GRIDNETI,l,r,7564,2521,2521,0,3844,3844,0,0,3844,0,3844,0,0,75.71333333000179,0,1,1,1,1,1,1,{'L':2}{'L':10}{'L':20},60 924 3444,20 308 1148,20 308 1148,0 0 0,36 484 1764,36 484 1764,0 0 0,0 0 0,36 484 1764,0 0 0,36 484 1764,0 0 0,0 0 0,0.6733333300000003 9.313333329999848 34.51333333000172
GROUPING,n,r,100,200,100,100,125,25,100,0,125,0,25,0,100,13.850400000000011,0,1,1,1,1,1,1,,,,,,,,,,,,,,,
GROWTHLS,u,r,3,0,0,0,0,0,0,0,0,0,0,0,0,85962.42903046001,0,1,1,1,1,1,1,,,,,,,,,,,,,,,
GULF,u,r,3,0,0,0,0,0,0,0,0,0,0,0,0,12.110705754361003,0,1,1,1,1,1,1,,,,,,,,,,,,,,,
HADAMALS,b,r,380,760,380,380,0,0,0,0,0,0,0,0,0,51320.63209999922,0,1,1,1,1,1,1,{'N':2}{'N':4}{'N':6}{'N':8}{'N':10}{'N':12}{'N':14}{'N':16}{'N':18}{'N':32}{'N':64},2 12 30 56 90 132 182 240 306 992 4032,4 24 60 112 180 264 364 480 612 1984 8064,2 12 30 56 90 132 182 240 306 992 4032,2 12 30 56 90 132 182 240 306 992 4032,0 0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0 0,3.4205 72.43050000000005 389.3964999999995 1262.6201000000028 3126.374099999988 6540.902500000031 12192.420499999926 20893.11450000027 33581.14209999941 339301.86650002474 5466941.770500514
HADAMARD,n,r,401,1,1,0,1010,800,210,800,210,800,0,0,210,0.0,0,1,1,1,1,1,1,{'N':2}{'N':4}{'N':6}{'N':8}{'N':10}{'N':12}{'N':14}{'N':16}{'N':18},5 17 37 65 101 145 197 257 325,1 1 1 1 1 1 1 1 1,1 1 1 1 1 1 1 1 1,0 0 0 0 0 0 0 0 0,11 42 93 164 255 366 497 648 819,8 32 72 128 200 288 392 512 648,3 10 21 36 55 78 105 136 171,8 32 72 128 200 288 392 512 648,3 10 21 36 55 78 105 136 171,8 32 72 128 200 288 392 512 648,0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0,3 10 21 36 55 78 105 136 171,0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
